"ISSUER_RP","ISSUER_RP","FEE_PACKAGE_TYPE","INS_TYPE_FEE"
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
970443.000000,970443.000000,,
